Frames#,Latency (ms)
1632,58823.8681
1633,58905.4225
1634,54263.8752
1635,58966.7787
1636,59048.122
1637,59130.0016
1638,59211.706
1639,59293.6263
1640,54245.3032
1641,59354.0301
1642,59435.7817
1643,59514.672
1644,54262.751
1645,59575.0324
1646,54322.7658
1647,54404.4594
1648,54486.0086
1649,59596.2881
1650,54547.292
1651,54629.0419
1652,59637.8298
1653,59719.5233
1654,54669.7641
1655,54751.414
1656,59760.4034
1657,54813.1551
1658,54895.0411
1659,54976.3722
1660,59782.095
1661,59864.2293
1662,59946.4262
1663,54995.6548
1664,55077.8522
1665,59985.5372
1666,60067.6
1667,55121.0964
1668,55204.0019
1669,55285.4998
1670,55367.4073
1671,55449.6119
1672,55531.8527
1673,60032.2325
1674,60114.2905
1675,60196.3727
1676,60278.5059
1677,55535.7146
1678,60340.5745
1679,60430.0951
1680,60511.5833
